"","x"
"1353",1033159.11038184
"1354",607860.53445652
"1355",125022.649832534
"1356",914296.38760196
"1357",738144.303822716
"1358",1642273.38910478
"1359",298226.484090278
"1360",1115289.05397888
"1361",505946.448038114
"1362",44649.5432226742
"1363",668923.718903101
"1364",231236.664640116
"1365",691182.803245469
"1366",1428308.14894028
"1367",337970.555539509
"1368",507205.418703596
"1369",1359913.67449254
"1370",395617.396234665
"1371",925504.93749006
"1372",15515.1228920167
"1373",1008695.72677804
"1374",359707.044457043
"1375",146203.415484155
"1376",286206.25433051
"1377",677250.017081933
"1378",364427.776444415
"1379",300601.791813892
"1380",263749.411085256
"1381",742338.602361309
"1382",848482.213018749
"1383",270769.059811364
"1384",486470.526398201
"1385",217340.177459094
"1386",358179.868758011
"1387",343803.944908203
"1388",535667.95804059
"1389",295471.665828256
"1390",493075.651753854
"1391",504145.801709214
"1392",178156.360518525
"1393",418100.538496699
"1394",665192.09503019
"1395",456135.252576671
"1396",772464.119724714
"1397",409033.865340414
"1398",659430.712161378
"1399",233328.024954792
"1400",781342.620295777
"1401",479417.047468621
"1402",555313.017422208
"1403",953892.458046495
"1404",360617.239707429
"1405",611679.086211783
"1406",621071.954118834
"1407",179445.005326738
"1408",809290.54890746
"1409",612181.398495119
"1410",403625.951439865
"1411",609289.88114615
"1412",411469.624988366
"1413",451204.584248612
"1414",285624.542076482
"1415",554690.713653655
"1416",708024.574444935
"1417",273886.077220976
"1418",456062.941416551
"1419",485758.002528284
"1420",242245.491423565
"1421",476023.041096825
"1422",410217.517285925
"1423",442338.382927978
"1424",588209.72892324
"1425",782987.481448332
"1426",470770.877216475
"1427",633326.84690829
"1428",1606365.95515417
"1429",555310.341314613
"1430",696657.660071964
"1431",636025.230776963
"1432",499063.655645499
"1433",346769.504160287
"1434",607431.804064518
"1435",979883.839638396
"1436",730787.323515642
"1437",380372.536075105
"1438",570704.928713978
"1439",266794.289660289
"1440",267137.456622907
"1441",362747.149117003
"1442",221062.444986012
"1443",35918.5283789625
"1444",529873.380737156
"1445",419395.578859851
"1446",569944.24822621
"1447",852338.014515782
"1448",610513.436863583
"1449",380863.342075163
"1450",862643.820169095
"1451",479679.330986903
"1452",302222.628126139
"1453",929707.816123577
"1454",308825.433494289
"1455",151430.872805488
"1456",551150.37396726
"1457",559388.059612867
"1458",441620.115180709
"1459",644995.529244111
"1460",362125.221352247
"1461",947068.633389567
"1462",4932.47014604996
"1463",323052.260195021
"1464",473145.484204525
"1465",460350.208510603
"1466",379247.067320612
"1467",796657.971203161
"1468",546340.990565718
"1469",530571.664799272
"1470",784186.054935022
"1471",264781.271210783
"1472",753914.434233984
"1473",427331.441590119
"1474",115009.27398236
"1475",321996.513113802
"1476",249844.342805601
"1477",384387.706923441
"1478",375044.834535313
"1479",697869.601352723
"1480",253258.633592586
"1481",469045.456333804
"1482",714658.845018002
"1483",597581.526027453
"1484",492730.440200971
"1485",582299.839311703
"1486",28060.0392315727
"1487",421965.891350109
"1488",985489.019162485
"1489",665680.228618477
"1490",960502.418940639
"1491",326424.978808037
"1492",679540.117877929
"1493",608064.873420245
"1494",294589.869314632
"1495",515232.258224628
"1496",239781.870173761
"1497",333244.752727068
"1498",641625.311775786
"1499",240431.690891222
"1500",1989606.77855706
"1501",336667.494722191
"1502",567827.878807917
"1503",987048.147119387
"1504",410834.278298437
"1505",224521.910755948
"1506",560167.712714928
"1507",734633.778353523
"1508",315468.608557289
"1509",504652.999546275
"1510",550508.321183198
"1511",669946.796170799
"1512",414293.931714299
"1513",263168.454219435
"1514",143856.927641752
"1515",850981.981987664
"1516",462519.331453458
"1517",665010.421320674
"1518",667263.443942518
"1519",408811.889023506
"1520",608384.097234915
"1521",602151.924312051
"1522",266989.451222593
"1523",261961.950999001
"1524",814112.443134899
"1525",730144.785168093
"1526",72765.7269204635
"1527",448908.003170284
"1528",543172.233450506
"1529",144397.909729706
"1530",226656.728484686
"1531",25475.286748383
"1532",362498.845496865
"1533",1148104.51207577
"1534",297169.866703265
"1535",469185.885261139
"1536",530818.371414886
"1537",238158.0399694
"1538",503964.844473354
"1539",471199.571299682
"1540",893517.341954938
"1541",837824.464408579
"1542",687660.473333482
"1543",502370.505879622
"1544",157109.430544136
"1545",243199.846184864
"1546",1411032.70613806
"1547",710445.735773425
"1548",584419.282464939
"1549",526666.044660241
"1550",445177.055435496
"1551",429621.238817429
"1552",339224.091374457
"1553",26476.391276023
"1554",381308.978900979
"1555",177259.328588959
"1556",2243758.21022325
"1557",802544.986753878
"1558",419180.404854962
"1559",351310.943137063
"1560",604229.633592433
"1561",396276.39395447
"1562",212933.83868624
"1563",632706.070293615
"1564",735565.985067211
"1565",956529.340792364
"1566",1121626.01051599
"1567",513397.820732299
"1568",229607.776347538
"1569",639116.753564242
"1570",1867717.0099597
"1571",784607.688479262
"1572",401304.254302737
"1573",578292.92612133
"1574",487325.50065352
"1575",904430.218891902
"1576",542444.941736161
"1577",500900.250983318
"1578",348764.777078037
"1579",491189.599167272
"1580",368045.698394486
"1581",456077.319699387
"1582",477015.055071537
"1583",178006.97599858
"1584",331053.554556715
"1585",1376278.09932646
"1586",220491.048093093
"1587",420936.522907815
"1588",1414265.81324922
"1589",441677.937812923
"1590",382457.975874705
"1591",447488.301530268
"1592",301310.882825058
"1593",258914.236601394
"1594",521683.016199688
"1595",182714.147537692
"1596",117722.845256577
"1597",212156.241120806
"1598",1523595.33846043
"1599",404424.752967055
"1600",407105.154670366
"1601",199860.177074369
"1602",330378.980067079
"1603",168941.957059853
"1604",263655.505650969
"1605",314315.014523221
"1606",721600.229757773
"1607",813735.79886022
"1608",245405.677306436
"1609",477917.347872315
"1610",409936.77018005
"1611",501495.083575021
"1612",322833.262403478
"1613",266582.372635097
"1614",237027.665599866
"1615",506745.989009125
"1616",108129.941165895
"1617",421422.484770808
"1618",671078.809477386
"1619",502548.709410987
"1620",397155.82781347
"1621",164241.425887424
"1622",1360113.34305998
"1623",193831.656886567
"1624",358087.940176294
"1625",428434.537780343
"1626",361619.633447882
"1627",252345.333392342
"1628",400236.773133929
"1629",308212.28617684
"1630",1016231.02946275
"1631",1174411.84796527
"1632",369315.080148286
"1633",803544.807047335
"1634",1121013.68970184
"1635",344358.275727965
"1636",259595.014887261
"1637",110497.597664281
"1638",469555.111582341
"1639",666241.819018262
"1640",302077.615381324
"1641",933129.05827673
"1642",441959.069839737
"1643",540625.354925103
"1644",663330.642304107
"1645",450859.159914088
"1646",513401.792643603
"1647",210955.87853074
"1648",1034016.66571922
"1649",336794.518288572
"1650",380793.183631888
"1651",388752.795562988
"1652",398448.451043023
"1653",246451.583031182
"1654",471097.470508229
"1655",580630.171683447
"1656",465919.921778705
"1657",330434.111284831
"1658",840349.473480264
"1659",416651.985311803
"1660",481016.77198941
"1661",287949.04301765
"1662",460721.248102473
"1663",161407.706282483
"1664",544123.03013265
"1665",648151.323814975
"1666",465404.661033966
"1667",671720.401572268
"1668",745759.717526242
"1669",654286.256642513
"1670",950833.733652679
"1671",376462.501867107
"1672",140616.014883585
"1673",834994.370752744
"1674",252380.165860045
"1675",485981.211611927
"1676",143140.577464447
"1677",324906.445954024
"1678",1261654.71323362
"1679",320430.772557741
"1680",659215.339195975
"1681",583260.169301257
"1682",158232.397576652
"1683",592104.705244852
"1684",160105.173076586
"1685",339260.856364213
"1686",785386.265360449
"1687",239532.877009735
"1688",389857.300546967
"1689",396254.465338667
"1690",213053.094395251
"1691",331919.257577435
"1692",450077.193092701
"1693",748778.885558766
"1694",57798.2950484702
"1695",327815.925180611
"1696",604765.654213479
"1697",440063.336735915
"1698",1233538.22033369
"1699",338318.78337952
"1700",291560.082598934
"1701",607067.965939029
"1702",349219.642183464
"1703",414371.330352639
"1704",619812.141535891
"1705",491236.823591419
"1706",712227.393382525
"1707",723017.217312894
"1708",452186.94646971
"1709",615446.010685379
"1710",226635.145499249
"1711",504029.031700041
"1712",389196.76412453
"1713",352026.796150757
"1714",605339.224223014
"1715",676549.718354872
"1716",217908.559796805
"1717",790413.417065046
"1718",1085346.69199125
"1719",538693.253658691
"1720",370723.160606716
"1721",680110.044043258
"1722",967929.48035836
"1723",417617.520483325
"1724",245980.112672982
"1725",1049679.3107139
"1726",544646.583048582
"1727",710046.177599723
"1728",838461.368155166
"1729",809240.48888857
"1730",576141.963921539
"1731",407590.825606601
"1732",415920.559009075
"1733",253064.6502509
"1734",480728.107171447
"1735",579586.784874846
"1736",825830.632284078
"1737",407765.716695066
"1738",892544.167269853
"1739",280237.760494529
"1740",257634.013096903
"1741",277421.701107927
"1742",399850.166917181
"1743",213412.380427669
"1744",237054.605074864
"1745",430649.027991776
"1746",502011.528727517
"1747",983924.567187564
"1748",427276.875098636
"1749",387388.102048048
"1750",298652.154325799
"1751",410321.111149195
"1752",954577.701421449
"1753",343046.345737158
"1754",539183.127359933
"1755",505836.093469083
"1756",865788.25381663
"1757",574188.512714292
"1758",569217.813999211
"1759",498328.54366657
"1760",316038.479818803
"1761",707393.303418349
"1762",697595.326736513
"1763",301567.365676559
"1764",303371.470139281
"1765",628224.65949707
"1766",716533.647049031
"1767",584794.9847325
"1768",524849.028597155
"1769",633505.569803928
"1770",396183.272809145
"1771",221012.988453532
"1772",734736.831231183
"1773",502360.303710977
"1774",456444.92133377
"1775",655044.023929485
"1776",343176.854717108
"1777",565748.569933769
"1778",511586.015954366
"1779",243068.168059437
"1780",371319.411346476
"1781",940007.148787227
"1782",490981.23446856
"1783",1011589.18016726
"1784",464652.737854354
"1785",750425.359524771
"1786",947463.493623491
"1787",393562.387566987
"1788",1293830.79139383
"1789",496053.866209978
"1790",518323.373839002
"1791",785443.267386537
"1792",899235.796146553
"1793",582027.782753878
"1794",-10547.7676795692
"1795",704748.533286126
"1796",893625.750052884
"1797",315342.71710137
"1798",497906.001980596
"1799",202952.068529368
"1800",1104220.0955302
"1801",268768.287605486
"1802",140420.02628427
"1803",526354.919393945
"1804",422751.642858203
"1805",255862.082526005
"1806",1016248.70896798
"1807",839017.559963503
"1808",600324.108657529
"1809",359853.737469263
"1810",670516.261536536
"1811",605709.70128473
"1812",318989.537589987
"1813",1515931.23793777
"1814",1636185.29298874
"1815",3035058.58146852
"1816",293702.33556326
"1817",746609.342682888
"1818",793532.449821314
"1819",273977.357887634
"1820",578718.340649395
"1821",563879.978888008
"1822",534884.463929
"1823",459867.445805356
"1824",279335.521104995
"1825",1195516.2288559
"1826",486691.898381616
"1827",731700.221842153
"1828",6478.5257739548
"1829",653686.310563426
"1830",518097.600339494
"1831",689342.697853815
"1832",76873.9119033422
"1833",356923.731710147
"1834",454672.168962314
"1835",329268.306125367
"1836",435651.263797794
"1837",814063.445614613
"1838",431264.465748331
"1839",384279.031331865
"1840",575468.279747505
"1841",190685.986872076
"1842",392611.180056853
"1843",388943.714723368
"1844",330229.845939217
"1845",734984.834861507
"1846",322833.895921404
"1847",685465.897030523
"1848",470038.588249327
"1849",134519.184648775
"1850",304108.840900501
"1851",348066.077322362
"1852",376028.833473668
"1853",458891.365212931
"1854",688783.975628551
"1855",518512.144089474
"1856",494958.400087727
"1857",261923.355145643
"1858",268104.279035441
"1859",323632.940966654
"1860",404977.016334438
"1861",869703.09073499
"1862",869113.33859077
"1863",282135.764955465
"1864",262092.759168436
"1865",469764.545980868
"1866",499840.34230734
"1867",372892.299100447
"1868",539019.865662
"1869",268332.814114248
"1870",458098.300700349
"1871",668275.541975997
"1872",499135.611616077
"1873",1094989.75405866
"1874",131197.251004865
"1875",451897.051760958
"1876",432246.028815456
"1877",369558.474506017
"1878",375505.332227797
"1879",554837.342197752
"1880",733881.921276639
"1881",1240444.45334729
"1882",733687.909555368
"1883",599612.077877123
"1884",519113.890946252
"1885",542037.614440821
"1886",61335.3598711728
"1887",212441.208023147
"1888",746022.309189251
"1889",448330.75388099
"1890",207151.963484234
"1891",322367.826124955
"1892",1051061.53240429
"1893",466435.950632744
"1894",409308.581266484
"1895",769079.530380419
"1896",183543.739433521
"1897",932180.749116628
"1898",269121.793713865
"1899",391372.57417504
"1900",582739.201933145
"1901",495007.515567565
"1902",770386.640338222
"1903",375384.294943212
"1904",694613.356013208
"1905",490437.379955334
"1906",474849.043966078
"1907",856448.013715096
"1908",468184.506197851
"1909",338881.370771251
"1910",841345.831457595
"1911",882761.766794718
"1912",195502.014353686
"1913",1344416.04062837
"1914",1099932.57176753
"1915",348188.597458836
"1916",28288.2906183269
"1917",672621.760134272
"1918",668177.372202503
"1919",517922.157448757
"1920",760160.187888301
"1921",528436.012956519
"1922",771244.050745523
"1923",72194.9082244201
"1924",416537.58119689
"1925",989392.106279184
"1926",545987.813440221
"1927",351844.756909163
"1928",294048.114699718
"1929",568734.797202277
"1930",584177.268824523
"1931",523389.05305119
"1932",445792.756959921
"1933",274044.986221476
"1934",723445.238121991
"1935",893618.591332664
"1936",976584.647711313
"1937",579085.385616679
"1938",336902.294235733
"1939",457912.832931105
"1940",50403.1027341945
"1941",273411.689672852
"1942",269807.778995165
"1943",665575.842923848
"1944",453143.845308017
"1945",367491.252958364
"1946",876983.533297175
"1947",523207.629542319
"1948",1112324.34861005
"1949",782578.628539161
"1950",676216.483469022
"1951",314459.619499173
"1952",809080.242004867
"1953",743896.90692377
"1954",1032547.32161791
"1955",753719.557175182
"1956",604733.117798998
"1957",252212.119811907
"1958",130529.851400339
"1959",1363059.96973577
"1960",780291.170423297
"1961",283670.568882984
"1962",779228.634163368
"1963",370395.12592113
"1964",77270.356687068
"1965",748156.170745628
"1966",748026.217156626
"1967",624985.415772057
"1968",526132.313349597
"1969",554348.47183222
"1970",663359.152015664
"1971",721218.315553206
"1972",338666.923631453
"1973",425820.990550606
"1974",402759.94217077
"1975",131646.340513341
"1976",310977.242904187
"1977",426449.53555968
"1978",475994.677955271
"1979",532723.40065626
"1980",787582.042122014
"1981",514603.806140183
"1982",545654.963206406
"1983",96337.4123274499
"1984",525368.447881215
"1985",471967.721140609
"1986",906197.359252112
"1987",528793.024501838
"1988",458010.818055181
"1989",468366.251218283
"1990",818535.104256966
"1991",381905.959162755
"1992",251307.156546795
"1993",1040150.93748449
"1994",625277.298428377
"1995",962457.789640756
"1996",732980.641690513
"1997",874773.783618934
"1998",674192.721354216
"1999",141730.638971607
"2000",307238.869033078
"2001",525937.131427519
"2002",196318.447888915
"2003",900864.367661398
"2004",596950.972461001
"2005",608412.811956516
"2006",494391.789790404
"2007",402333.612749752
"2008",509996.409078575
"2009",927569.782084848
"2010",395604.472484501
"2011",219680.518740776
"2012",588997.467199158
"2013",463778.144954933
"2014",445069.68841133
"2015",-2250.16515053643
"2016",770820.04333621
"2017",293454.799656833
"2018",712514.273151675
"2019",293999.201600751
"2020",442063.741308447
"2021",661379.212964539
"2022",355206.214340193
"2023",304011.257671359
"2024",618228.266328697
"2025",486943.611169435
"2026",286624.166839961
"2027",411239.483930637
"2028",568822.538631341
"2029",205792.724906091
"2030",515966.119786245
"2031",420575.839907157
"2032",361136.497437356
"2033",567067.690952851
"2034",773841.737192157
"2035",254597.314749544
"2036",403342.438925355
"2037",287811.509426132
"2038",660585.688727965
"2039",508420.154718212
"2040",537367.743625144
"2041",442178.210493391
"2042",487023.090014659
"2043",704967.497708022
"2044",1607382.88848373
"2045",579646.132120151
"2046",285543.36285022
"2047",1017806.36336744
"2048",488614.309923128
"2049",360133.911133073
"2050",779749.757174222
"2051",891336.545764822
"2052",696186.420068244
"2053",393837.774146417
"2054",590464.158191379
"2055",468901.174317499
"2056",421358.539863668
"2057",591121.035335151
"2058",1420465.39429148
"2059",627591.695816906
"2060",601226.776652659
"2061",586137.054048307
"2062",545699.588823565
"2063",227734.701785835
"2064",989102.967844731
"2065",304979.991633272
"2066",585708.784464934
"2067",304906.891322023
"2068",1491425.85754391
"2069",369759.438885548
"2070",893828.504157472
"2071",393097.181262454
"2072",571631.870684623
"2073",266564.083881576
"2074",344924.607152946
"2075",161659.795181054
"2076",723341.730426305
"2077",303158.87121542
"2078",343854.88083402
"2079",817773.056589291
"2080",359539.576760567
"2081",407560.375930973
"2082",925001.451461779
"2083",526614.040257485
"2084",724190.283176009
"2085",537118.33958739
"2086",975462.725147192
"2087",578768.182446182
"2088",564267.231472028
"2089",477794.856017567
"2090",107483.850865821
"2091",391772.799232119
"2092",534608.077264071
"2093",631226.810771359
"2094",452704.958226121
"2095",384222.817932383
"2096",409251.936326708
"2097",533540.186288699
"2098",621511.007653115
"2099",790591.292318521
"2100",333909.696675346
"2101",567440.806720233
"2102",638273.381277713
"2103",603718.26346641
"2104",215385.890682372
"2105",12347.1265376504
"2106",498779.520324658
"2107",9425.93976058305
"2108",374582.234558731
"2109",766291.536470443
"2110",349559.761764327
"2111",616895.172379002
"2112",865580.098048566
"2113",436916.271942547
"2114",469346.385850612
"2115",685476.105816949
"2116",1217555.97167697
"2117",392371.528429168
"2118",474053.399097555
"2119",686977.298415047
"2120",580013.768234279
"2121",1091974.01616981
"2122",1615728.99989222
"2123",1026325.75204134
"2124",624235.403120301
"2125",424882.665613899
"2126",414282.641906002
"2127",430191.897844603
"2128",345203.461072977
"2129",596127.752815471
"2130",93202.3145616561
"2131",651650.853764289
"2132",600947.174502952
"2133",438775.065466247
"2134",281668.086560262
"2135",454423.137348305
"2136",450571.893034448
"2137",508528.48719612
"2138",430297.200488462
"2139",700825.540078681
"2140",34131.6292212933
"2141",1717622.98076913
"2142",682926.64889929
"2143",551493.841915135
"2144",428553.89153477
"2145",514464.857196569
"2146",302387.058538399
"2147",258632.214130631
"2148",1029417.57665917
"2149",414835.967395816
"2150",644358.882921131
"2151",533184.705685762
"2152",1211974.82358573
"2153",674901.717363755
"2154",597473.48557666
"2155",765777.332805275
"2156",496718.400061229
"2157",582064.845348191
"2158",450069.470212395
"2159",242105.017639458
"2160",764967.988638644
"2161",420087.150552707
"2162",681124.524733719
"2163",686109.558646687
"2164",358402.397106004
"2165",918262.686076029
"2166",837910.951000266
"2167",215822.497653645
"2168",535361.208713863
"2169",262105.278804241
"2170",350332.020450153
"2171",832683.374496126
"2172",729079.808568808
"2173",357142.132244668
"2174",302501.089382504
"2175",586441.630581127
"2176",465758.64291383
"2177",887771.861710378
"2178",28784.2670086775
"2179",102462.178706917
"2180",288715.788224678
"2181",642122.338111182
"2182",593958.448489021
"2183",558355.87784996
"2184",528931.701718638
"2185",131461.398900087
"2186",177093.626415809
"2187",886581.208731469
"2188",521708.217563998
"2189",796534.796241667
"2190",291302.962496601
"2191",408226.129250588
"2192",476214.470523524
"2193",845255.831587978
"2194",181862.57313527
"2195",690170.793997424
"2196",374807.804980042
"2197",1355343.46055214
"2198",588559.044924201
"2199",842859.565944437
"2200",378274.359761643
"2201",191504.068677896
"2202",503555.522626506
"2203",80747.6665492242
"2204",453513.856603711
"2205",342377.888372868
"2206",168188.23757734
"2207",408845.308415598
"2208",143509.679299081
"2209",699938.899459881
"2210",1003205.67011663
"2211",1097975.26509475
"2212",192788.702778019
"2213",516122.236357237
"2214",676724.474987916
"2215",316594.264965161
"2216",353677.294967458
"2217",602162.458117534
"2218",402083.189763252
"2219",221602.900917081
"2220",385319.983005379
"2221",455412.872204093
"2222",436189.91910636
"2223",771985.18937671
"2224",480397.955426701
"2225",639629.42892868
"2226",299523.592745876
"2227",390204.687498113
"2228",464057.815667008
"2229",3093.94774817153
"2230",689562.248869681
"2231",338573.779903806
"2232",588216.878858616
"2233",362763.604819633
"2234",971573.933518068
"2235",790055.271369224
"2236",604061.536896321
"2237",253999.078423637
"2238",1058134.80837991
"2239",415042.854199935
"2240",357532.346270418
"2241",226085.342930681
"2242",384129.686655772
"2243",893320.018516675
"2244",284188.289723079
"2245",314983.051574722
"2246",350080.06209042
"2247",396744.950104423
"2248",559751.596575163
"2249",692553.745899782
"2250",685894.038210696
"2251",107477.193804235
"2252",313413.179099505
"2253",1274957.8914434
"2254",288294.209879568
"2255",196272.590339
"2256",788483.362288242
"2257",744662.799912043
"2258",681157.239937269
"2259",515368.854354716
"2260",301588.470496814
"2261",329444.407824887
"2262",367685.598934143
"2263",467921.282953726
"2264",1082846.83030984
"2265",429610.002627256
"2266",348520.039555099
"2267",343357.75354253
"2268",441274.619997939
"2269",578007.445221005
"2270",111904.673972092
"2271",330574.384223888
"2272",249384.658227322
"2273",831058.56297064
"2274",516628.03697195
"2275",745831.637579811
"2276",673052.792880449
"2277",545062.863825219
"2278",799448.942934468
"2279",354361.230114504
"2280",380707.73069584
"2281",497402.686191923
"2282",381245.839736924
"2283",998492.680809967
"2284",285696.88267735
"2285",262660.060534085
"2286",408581.029858957
"2287",91596.5115864082
"2288",324830.418282254
"2289",1673925.09408984
"2290",389075.948399844
"2291",205469.385594844
"2292",288792.997507426
"2293",165078.27838007
"2294",822227.824413389
"2295",433603.395228613
"2296",707011.31676073
"2297",298370.311970245
"2298",318072.897666294
"2299",372782.935228805
"2300",301007.551389878
"2301",888657.254284591
"2302",584653.694507296
"2303",497551.022142212
"2304",268477.120209816
"2305",438883.01735477
"2306",385771.928550119
"2307",86160.6384939602
"2308",631490.652826058
"2309",328902.223300276
"2310",825852.119877739
"2311",519954.800603344
"2312",1521924.88618909
"2313",734773.38733678
"2314",573286.714469725
"2315",444619.613795081
"2316",319462.767357421
"2317",584011.336019519
"2318",1022835.75829587
"2319",594184.710587106
"2320",99182.0119902956
"2321",271984.242351598
"2322",501887.765167192
"2323",232743.97407836
"2324",522784.363671471
"2325",607234.339300807
"2326",779948.730578496
"2327",668165.044960721
"2328",882395.593516271
"2329",1068965.68031402
"2330",420424.130571984
"2331",810555.745750229
"2332",877955.805066607
"2333",225483.648254655
"2334",629080.328418071
"2335",503175.457175975
"2336",387258.166877229
"2337",768973.060258507
"2338",480527.807349209
"2339",966449.075178872
"2340",256950.792652853
"2341",634515.435869598
"2342",365189.725336078
"2343",474931.887289138
"2344",965910.067750288
"2345",135771.981577852
"2346",525546.711910374
"2347",904359.416141628
"2348",799397.756582808
"2349",381098.226855342
"2350",692238.921050413
"2351",444987.133907594
"2352",887719.691358432
"2353",495056.65098607
"2354",532311.643224309
"2355",803374.397189432
"2356",409570.840693971
"2357",894654.981476192
"2358",476502.869924451
"2359",153590.27717488
"2360",850599.90107515
"2361",781184.014974999
"2362",521888.702782652
"2363",447625.418948623
"2364",270138.170441617
"2365",459559.475210506
"2366",522496.37572022
"2367",217704.923660071
"2368",573422.616068345
"2369",-3044.44046205188
"2370",569061.824324565
"2371",622891.670958358
"2372",809514.379865488
"2373",414930.463296005
"2374",583213.23519161
"2375",528099.604064263
"2376",1370650.40193131
"2377",729999.975694703
"2378",1197120.01357064
"2379",739777.547403185
"2380",435121.025450233
"2381",1159772.89491896
"2382",525844.591344316
"2383",233556.657584627
"2384",123546.104484106
"2385",1019018.87687584
"2386",366558.456385163
"2387",834424.788798508
"2388",-16850.8301225528
"2389",512182.511233349
"2390",367992.071831529
"2391",503019.45838378
"2392",469361.966173404
"2393",474205.357029137
"2394",155494.339262492
"2395",531983.506490993
"2396",534428.226475571
"2397",322920.027071149
"2398",1165071.08758246
"2399",522888.039989249
"2400",357613.982791691
"2401",461916.978990336
"2402",572321.098700263
"2403",312372.930630968
"2404",1260612.26886306
"2405",295974.993108533
"2406",1177945.57790996
"2407",283178.401953711
"2408",645117.394873122
"2409",691051.769659486
"2410",259838.98265741
"2411",1020812.65883965
"2412",936395.386848271
"2413",222612.747497802
"2414",338695.845127522
"2415",477620.758204414
"2416",625458.544997453
"2417",479314.240344572
"2418",1557374.44570769
"2419",422900.257351837
"2420",541687.451120407
"2421",842710.611479321
"2422",269451.888328113
"2423",179618.108988788
"2424",144945.738126882
"2425",213105.060217806
"2426",256657.090360574
"2427",728656.616891795
"2428",620379.59849088
"2429",739264.55716251
"2430",615368.936627968
"2431",305131.819409735
"2432",474844.917571813
"2433",427667.210410498
"2434",972655.645677452
"2435",280268.322265565
"2436",283462.542212093
"2437",1014899.69504576
"2438",1772062.37786249
"2439",856943.454760099
"2440",466003.359769468
"2441",699105.552065818
"2442",232965.184546438
"2443",4085.61149259523
"2444",524918.092148154
"2445",627789.690138662
"2446",878099.846968535
"2447",350490.881752479
"2448",549091.058865347
"2449",543130.377720467
"2450",282281.935286082
"2451",367038.492273048
"2452",456754.316221611
"2453",537573.803600863
"2454",272766.671635201
"2455",278076.208573906
"2456",643420.362802145
"2457",364740.171912094
"2458",499595.381962307
"2459",612838.16394825
"2460",634512.039419371
"2461",1349418.10630726
"2462",458055.223173727
"2463",649183.684654917
"2464",568145.511606824
"2465",491591.032972439
"2466",559685.706838131
"2467",328518.115933816
"2468",747907.807955769
"2469",1156202.57799331
"2470",835089.507496195
"2471",342475.230414311
"2472",385594.084038293
"2473",336215.889835629
"2474",977566.180717772
"2475",314524.28774393
"2476",564750.770509255
"2477",402345.374283305
"2478",1112974.79448713
"2479",538302.410656541
"2480",360747.928244044
"2481",403654.723358238
"2482",477377.901279014
"2483",462779.439003639
"2484",389251.999726731
"2485",341792.287507079
"2486",495360.45981653
"2487",478779.961368609
"2488",407342.266158996
"2489",366994.972007924
"2490",500394.018279297
"2491",495272.573557629
"2492",760688.974360351
"2493",104123.248027449
"2494",173108.898279037
"2495",450065.709496803
"2496",349886.813696215
"2497",978973.530053762
"2498",826138.626120797
"2499",271540.405748415
"2500",600912.058646546
"2501",456701.652888361
"2502",987783.58685458
"2503",193278.761711843
"2504",431690.110095786
"2505",555503.04396897
"2506",876725.71578959
"2507",268576.430366386
"2508",1946556.58306621
"2509",774953.994587444
"2510",410324.38734892
"2511",195254.509443378
"2512",226579.085285443
"2513",607697.042913016
"2514",418523.910622355
"2515",441492.496333759
"2516",454039.551568172
"2517",357150.968770216
"2518",396052.824673114
"2519",627665.414497494
"2520",286824.191791164
"2521",380658.203407798
"2522",551019.750895389
"2523",231205.767348296
"2524",584188.064280181
"2525",637040.128497323
"2526",527694.116447896
"2527",280902.617642227
"2528",560393.778797988
"2529",333390.909168243
"2530",592751.896688757
"2531",750042.908814441
"2532",473807.910208166
"2533",251857.739277035
"2534",1095790.03744091
"2535",592940.044905607
"2536",363566.685166774
"2537",516117.837614974
"2538",803293.739547236
"2539",565396.628305372
"2540",294166.571243765
"2541",1207478.82979742
"2542",1332587.65797992
"2543",725230.188215469
"2544",381517.788074296
"2545",241171.821413808
"2546",916839.735033809
"2547",204981.660206717
"2548",768851.473533804
"2549",405982.456768746
"2550",430484.395370155
"2551",474269.853444895
"2552",323563.536184813
"2553",740555.203586336
"2554",301643.184371686
"2555",543415.236505662
"2556",551768.34830924
"2557",286037.029543199
"2558",313057.89003975
"2559",557536.474873743
"2560",283227.106795208
"2561",625680.425230019
"2562",364095.967578091
"2563",390741.205090048
"2564",548582.298807803
"2565",1012244.78362614
"2566",402902.226395189
"2567",950173.044943204
"2568",629345.659449077
"2569",522629.748167058
"2570",1146859.95124719
"2571",570965.110394339
"2572",403735.277263816
"2573",505879.721425763
"2574",488741.711965284
"2575",1414410.59017133
"2576",406193.360514408
"2577",730935.75766421
"2578",507634.777557714
"2579",741388.152543495
"2580",473680.354981373
"2581",936927.618736922
"2582",266849.782721236
"2583",323279.288990486
"2584",369905.772158477
"2585",473788.062884887
"2586",740550.854499204
"2587",737749.257512677
"2588",338177.798895268
"2589",348464.051208974
"2590",614216.860630043
"2591",465998.260298301
"2592",275226.59053728
"2593",366218.40394619
"2594",739751.603096184
"2595",757433.003073939
"2596",832683.868888161
"2597",332928.81646658
"2598",403708.420265477
"2599",865373.736129749
"2600",714992.251354863
"2601",265683.822372051
"2602",387143.832936462
"2603",815345.042257943
"2604",421271.494450283
"2605",85949.398277832
"2606",691729.62043311
"2607",733244.960802355
"2608",252223.583746264
"2609",736600.211872322
"2610",884409.076166072
"2611",578253.525435209
"2612",199434.497743432
"2613",613859.300260385
